id,career_category,career_name,al_stream_required,minimum_education_level,recommended_degree,alternative_path,entry_level_job,mid_level_job,senior_level_job,key_technical_skills,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description,career_difficulty,study_duration_years,local_job_availability,international_opportunity,recommended_first_step,career_tags
100,"Hospitality & Tourism","Tour Guide",Any,A/L,"BSc in Tour Guide","External Diploma","Junior Tour Guide","Senior Tour Guide","Head of Tour Guide","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Tour Guide within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,tour;guide;hospitality;;tourism
101,"Hospitality & Tourism","Travel Consultant",Any,A/L,"BSc in Travel Consultant","External Diploma","Junior Travel Consultant","Senior Travel Consultant","Head of Travel Consultant","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Travel Consultant within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,travel;consultant;hospitality;;tourism
102,"Hospitality & Tourism","Event Planner",Any,A/L,"BSc in Event Planner","External Diploma","Junior Event Planner","Senior Event Planner","Head of Event Planner","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Event Planner within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,event;planner;hospitality;;tourism
103,"Hospitality & Tourism","Flight Attendant",Any,A/L,"BSc in Flight Attendant","External Diploma","Junior Flight Attendant","Senior Flight Attendant","Head of Flight Attendant","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Flight Attendant within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,flight;attendant;hospitality;;tourism
104,"Hospitality & Tourism","Hotel Receptionist",Any,A/L,"BSc in Hotel Receptionist","External Diploma","Junior Hotel Receptionist","Senior Hotel Receptionist","Head of Hotel Receptionist","Customer Service;Food Safety;Hospitality Management;Foreign Languages","Hospitality;Cultural Intelligence;Multi-tasking","Hotel Operations;Tourism Management;Culinary Arts","AHLEI Certification;WSET;Travel & Tourism Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Hotel Receptionist within the Hospitality & Tourism sector in Sri Lanka.",Hard,4,High,High,Degree,hotel;receptionist;hospitality;;tourism
105,"Education & Teaching","University Lecturer",Any,A/L,"BSc in University Lecturer","External Diploma","Junior University Lecturer","Senior University Lecturer","Head of University Lecturer","Lesson Planning;Classroom Management;Pedagogy;Educational Psychology",Patience;Clarity;Mentorship;Encouragement,"Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"A specialized role as a University Lecturer within the Education & Teaching sector in Sri Lanka.",Hard,3,High,High,Degree,university;lecturer;education;;teaching
106,"Education & Teaching","School Teacher",Any,A/L,"BSc in School Teacher","External Diploma","Junior School Teacher","Senior School Teacher","Head of School Teacher","Lesson Planning;Classroom Management;Pedagogy;Educational Psychology",Patience;Clarity;Mentorship;Encouragement,"Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"A specialized role as a School Teacher within the Education & Teaching sector in Sri Lanka.",Hard,3,High,High,Degree,school;teacher;education;;teaching
107,"Education & Teaching","Primary School Teacher",Any,A/L,"BSc in Primary School Teacher","External Diploma","Junior Primary School Teacher","Senior Primary School Teacher","Head of Primary School Teacher","Lesson Planning;Classroom Management;Pedagogy;Educational Psychology",Patience;Clarity;Mentorship;Encouragement,"Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"A specialized role as a Primary School Teacher within the Education & Teaching sector in Sri Lanka.",Hard,3,High,High,Degree,primary;school;teacher;education;;teaching
108,"Education & Teaching","Secondary School Teacher",Any,A/L,"BSc in Secondary School Teacher","External Diploma","Junior Secondary School Teacher","Senior Secondary School Teacher","Head of Secondary School Teacher","Lesson Planning;Classroom Management;Pedagogy;Educational Psychology",Patience;Clarity;Mentorship;Encouragement,"Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"A specialized role as a Secondary School Teacher within the Education & Teaching sector in Sri Lanka.",Hard,3,High,High,Degree,secondary;school;teacher;education;;teaching
109,"Education & Teaching","Special Education Teacher",Any,A/L,"BSc in Special Education Teacher","External Diploma","Junior Special Education Teacher","Senior Special Education Teacher","Head of Special Education Teacher","Lesson Planning;Classroom Management;Pedagogy;Educational Psychology",Patience;Clarity;Mentorship;Encouragement,"Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"A specialized role as a Special Education Teacher within the Education & Teaching sector in Sri Lanka.",Hard,3,High,High,Degree,special;education;teacher;education;;teaching
110,"Education & Teaching","Academic Counselor",Any,A/L,"BSc in Academic Counselor","External Diploma","Junior Academic Counselor","Senior Academic Counselor","Head of Academic Counselor","Lesson Planning;Classroom Management;Pedagogy;Educational Psychology",Patience;Clarity;Mentorship;Encouragement,"Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"A specialized role as a Academic Counselor within the Education & Teaching sector in Sri Lanka.",Hard,3,High,High,Degree,academic;counselor;education;;teaching
111,"Education & Teaching","Curriculum Developer",Any,A/L,"BSc in Curriculum Developer","External Diploma","Junior Curriculum Developer","Senior Curriculum Developer","Head of Curriculum Developer","Lesson Planning;Classroom Management;Pedagogy;Educational Psychology",Patience;Clarity;Mentorship;Encouragement,"Curriculum Development;Learning Theories;Subject Specialization","PGDE;TESL/TEFL;Qualified Teacher Status",High,High,55000,"120,000-800,000",Medium,Medium,Low,"A specialized role as a Curriculum Developer within the Education & Teaching sector in Sri Lanka.",Hard,3,High,High,Degree,curriculum;developer;education;;teaching
112,"Logistics & Supply Chain","Supply Chain Manager",Any,A/L,"BSc in Supply Chain Manager","External Diploma","Junior Supply Chain Manager","Senior Supply Chain Manager","Head of Supply Chain Manager","Inventory Control;Warehouse Management;LSS;Procurement Systems","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade",CILT;CPIM;CSCMP,High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Supply Chain Manager within the Logistics & Supply Chain sector in Sri Lanka.",Hard,4,High,High,Degree,supply;chain;manager;logistics;;supply;chain
113,"Logistics & Supply Chain","Supply Chain Analyst",Any,A/L,"BSc in Supply Chain Analyst","External Diploma","Junior Supply Chain Analyst","Senior Supply Chain Analyst","Head of Supply Chain","Inventory Control;Warehouse Management;LSS;Procurement Systems","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade",CILT;CPIM;CSCMP,High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Supply Chain Analyst within the Logistics & Supply Chain sector in Sri Lanka.",Hard,4,High,High,Degree,supply;chain;analyst;logistics;;supply;chain
114,"Logistics & Supply Chain","Procurement Manager",Any,A/L,"BSc in Procurement Manager","External Diploma","Junior Procurement Manager","Senior Procurement Manager","Head of Procurement Manager","Inventory Control;Warehouse Management;LSS;Procurement Systems","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade",CILT;CPIM;CSCMP,High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Procurement Manager within the Logistics & Supply Chain sector in Sri Lanka.",Hard,4,High,High,Degree,procurement;manager;logistics;;supply;chain
115,"Logistics & Supply Chain","Warehouse Manager",Any,A/L,"BSc in Warehouse Manager","External Diploma","Junior Warehouse Manager","Senior Warehouse Manager","Head of Warehouse Manager","Inventory Control;Warehouse Management;LSS;Procurement Systems","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade",CILT;CPIM;CSCMP,High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Warehouse Manager within the Logistics & Supply Chain sector in Sri Lanka.",Hard,4,High,High,Degree,warehouse;manager;logistics;;supply;chain
116,"Logistics & Supply Chain","Logistics Coordinator",Any,A/L,"BSc in Logistics Coordinator","External Diploma","Junior Logistics Coordinator","Senior Logistics Coordinator","Head of Logistics Coordinator","Inventory Control;Warehouse Management;LSS;Procurement Systems","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade",CILT;CPIM;CSCMP,High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Logistics Coordinator within the Logistics & Supply Chain sector in Sri Lanka.",Hard,4,High,High,Degree,logistics;coordinator;logistics;;supply;chain
117,"Logistics & Supply Chain","Inventory Manager",Any,A/L,"BSc in Inventory Manager","External Diploma","Junior Inventory Manager","Senior Inventory Manager","Head of Inventory Manager","Inventory Control;Warehouse Management;LSS;Procurement Systems","Operational Efficiency;Planning;Problem Solving","Operations Management;Shipping & Logistics;Global Trade",CILT;CPIM;CSCMP,High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Inventory Manager within the Logistics & Supply Chain sector in Sri Lanka.",Hard,4,High,High,Degree,inventory;manager;logistics;;supply;chain
118,"Construction & Architecture",Architect,Any,A/L,"BSc in Architect","External Diploma","Junior Architect","Senior Architect","Head of Architect","Blueprinting;Cost Estimation;Quantity Surveying;Health & Safety","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Architect within the Construction & Architecture sector in Sri Lanka.","Very Hard",4,High,High,Degree,architect;construction;;architecture
119,"Construction & Architecture","Urban Planner",Any,A/L,"BSc in Urban Planner","External Diploma","Junior Urban Planner","Senior Urban Planner","Head of Urban Planner","Blueprinting;Cost Estimation;Quantity Surveying;Health & Safety","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Urban Planner within the Construction & Architecture sector in Sri Lanka.",Hard,4,High,High,Degree,urban;planner;construction;;architecture
120,"Construction & Architecture","Quantity Surveyor",Any,A/L,"BSc in Quantity Surveyor","External Diploma","Junior Quantity Surveyor","Senior Quantity Surveyor","Head of Quantity Surveyor","Blueprinting;Cost Estimation;Quantity Surveying;Health & Safety","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Quantity Surveyor within the Construction & Architecture sector in Sri Lanka.",Hard,4,High,High,Degree,quantity;surveyor;construction;;architecture
121,"Construction & Architecture","Construction Project Manager",Any,A/L,"BSc in Construction Project Manager","External Diploma","Junior Construction Project Manager","Senior Construction Project Manager","Head of Construction Project Manager","Blueprinting;Cost Estimation;Quantity Surveying;Health & Safety","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Construction Project Manager within the Construction & Architecture sector in Sri Lanka.",Hard,4,High,High,Degree,construction;project;manager;construction;;architecture
122,"Construction & Architecture","Landscape Architect",Any,A/L,"BSc in Landscape Architect","External Diploma","Junior Landscape Architect","Senior Landscape Architect","Head of Landscape Architect","Blueprinting;Cost Estimation;Quantity Surveying;Health & Safety","Spatial Awareness;Precision;Team Coordination","Building Science;Structural Design;Materials & Planning","Chartered Architect;RICS;Chartered QS",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Landscape Architect within the Construction & Architecture sector in Sri Lanka.","Very Hard",4,High,High,Degree,landscape;architect;construction;;architecture
123,"Skilled Trades & Vocational",Electrician,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Electrician","Junior Electrician","Senior Electrician","Head of Electrician","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Electrician within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",electrician;skilled;trades;;vocational
124,"Skilled Trades & Vocational",Plumber,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Plumber","Junior Plumber","Senior Plumber","Head of Plumber","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Plumber within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",plumber;skilled;trades;;vocational
125,"Skilled Trades & Vocational",Carpenter,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Carpenter","Junior Carpenter","Senior Carpenter","Head of Carpenter","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Carpenter within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",carpenter;skilled;trades;;vocational
126,"Skilled Trades & Vocational",Welder,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Welder","Junior Welder","Senior Welder","Head of Welder","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Welder within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",welder;skilled;trades;;vocational
127,"Skilled Trades & Vocational","Automobile Mechanic",Any,O/L,"None (Vocational Path)","NVQ Level 4 in Automobile Mechanic","Junior Automobile Mechanic","Senior Automobile Mechanic","Head of Automobile Mechanic","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Automobile Mechanic within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",automobile;mechanic;skilled;trades;;vocational
128,"Skilled Trades & Vocational","AC Technician",Any,O/L,"None (Vocational Path)","NVQ Level 4 in AC Technician","Junior AC Technician","Senior AC Technician","Head of AC Technician","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a AC Technician within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",ac;technician;skilled;trades;;vocational
129,"Skilled Trades & Vocational","Electronics Repair Technician",Any,O/L,"None (Vocational Path)","NVQ Level 4 in Electronics Repair Technician","Junior Electronics Repair Technician","Senior Electronics Repair Technician","Head of Electronics Repair Technician","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Electronics Repair Technician within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",electronics;repair;technician;skilled;trades;;vocational
130,"Skilled Trades & Vocational",Mason,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Mason","Junior Mason","Senior Mason","Head of Mason","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Mason within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",mason;skilled;trades;;vocational
131,"Skilled Trades & Vocational",Painter,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Painter","Junior Painter","Senior Painter","Head of Painter","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Painter within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",painter;skilled;trades;;vocational
132,"Skilled Trades & Vocational",Tiler,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Tiler","Junior Tiler","Senior Tiler","Head of Tiler","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Tiler within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",tiler;skilled;trades;;vocational
133,"Skilled Trades & Vocational",Beautician,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Beautician","Junior Beautician","Senior Beautician","Head of Beautician","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Beautician within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",beautician;skilled;trades;;vocational
134,"Skilled Trades & Vocational",Tailor,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Tailor","Junior Tailor","Senior Tailor","Head of Tailor","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Tailor within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",tailor;skilled;trades;;vocational
135,"Skilled Trades & Vocational",Barber,Any,O/L,"None (Vocational Path)","NVQ Level 4 in Barber","Junior Barber","Senior Barber","Head of Barber","Technical Repair;Tool Handling;Safety Protocols;Troubleshooting","Customer Interaction;Physical Stamina;Reliability","Technical Drawing;Workshop Practice;Apprenticeship","NVQ Level 4;VTA Certificate;German Tech Diploma",High,High,45000,"100,000-600,000",Low,"Very High",Low,"A specialized role as a Barber within the Skilled Trades & Vocational sector in Sri Lanka.",Medium,1,High,High,"NVQ Level 3",barber;skilled;trades;;vocational
136,"Agri-Tech & Sustainability","Agricultural Scientist",Any,A/L,"BSc in Agricultural Scientist","External Diploma","Junior Agricultural Scientist","Senior Agricultural Scientist","Head of Agricultural Scientist","Sustainable Farming;Environment Assessment;Bio-Systems;Data Collection","Passion for Nature;Observation;Integrity","Soil Science;Crop Physiology;Eco-friendly Tech","Green Consultant;Agri-Business Management Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Agricultural Scientist within the Agri-Tech & Sustainability sector in Sri Lanka.",Hard,4,High,High,Degree,agricultural;scientist;agri-tech;;sustainability
137,"Agri-Tech & Sustainability","Agricultural Engineer",Any,A/L,"BSc in Agricultural Engineer","External Diploma","Junior Agricultural Engineer","Senior Agricultural Engineer","Head of Agricultural","Sustainable Farming;Environment Assessment;Bio-Systems;Data Collection","Passion for Nature;Observation;Integrity","Soil Science;Crop Physiology;Eco-friendly Tech","Green Consultant;Agri-Business Management Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Agricultural Engineer within the Agri-Tech & Sustainability sector in Sri Lanka.",Hard,4,High,High,Degree,agricultural;engineer;agri-tech;;sustainability
138,"Agri-Tech & Sustainability","Hydroponics Specialist",Any,A/L,"BSc in Hydroponics Specialist","External Diploma","Junior Hydroponics Specialist","Senior Hydroponics Specialist","Head of Hydroponics","Sustainable Farming;Environment Assessment;Bio-Systems;Data Collection","Passion for Nature;Observation;Integrity","Soil Science;Crop Physiology;Eco-friendly Tech","Green Consultant;Agri-Business Management Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Hydroponics Specialist within the Agri-Tech & Sustainability sector in Sri Lanka.","Very Hard",4,High,High,Degree,hydroponics;specialist;agri-tech;;sustainability
139,"Agri-Tech & Sustainability","Agribusiness Manager",Any,A/L,"BSc in Agribusiness Manager","External Diploma","Junior Agribusiness Manager","Senior Agribusiness Manager","Head of Agribusiness Manager","Sustainable Farming;Environment Assessment;Bio-Systems;Data Collection","Passion for Nature;Observation;Integrity","Soil Science;Crop Physiology;Eco-friendly Tech","Green Consultant;Agri-Business Management Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Agribusiness Manager within the Agri-Tech & Sustainability sector in Sri Lanka.",Hard,4,High,High,Degree,agribusiness;manager;agri-tech;;sustainability
140,"Agri-Tech & Sustainability","Sustainability Consultant",Any,A/L,"BSc in Sustainability Consultant","External Diploma","Junior Sustainability Consultant","Senior Sustainability Consultant","Head of Sustainability Consultant","Sustainable Farming;Environment Assessment;Bio-Systems;Data Collection","Passion for Nature;Observation;Integrity","Soil Science;Crop Physiology;Eco-friendly Tech","Green Consultant;Agri-Business Management Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Sustainability Consultant within the Agri-Tech & Sustainability sector in Sri Lanka.",Hard,4,High,High,Degree,sustainability;consultant;agri-tech;;sustainability
141,"Agri-Tech & Sustainability","Environmental Scientist",Any,A/L,"BSc in Environmental Scientist","External Diploma","Junior Environmental Scientist","Senior Environmental Scientist","Head of Environmental Scientist","Sustainable Farming;Environment Assessment;Bio-Systems;Data Collection","Passion for Nature;Observation;Integrity","Soil Science;Crop Physiology;Eco-friendly Tech","Green Consultant;Agri-Business Management Diploma",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Environmental Scientist within the Agri-Tech & Sustainability sector in Sri Lanka.",Hard,4,High,High,Degree,environmental;scientist;agri-tech;;sustainability
142,"Modern Finance","Fintech Analyst",Any,A/L,"BSc in Fintech Analyst","External Diploma","Junior Fintech Analyst","Senior Fintech Analyst","Head of Fintech","Blockchain Protocols;Fintech Security;Digital Assets;Data Privacy","Forward Thinking;Analytical Rigor;Ethics","Crypto-economics;Digital Banking;Network Finance","Certified Blockchain Professional;Fintech Specialization",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Fintech Analyst within the Modern Finance sector in Sri Lanka.",Hard,4,High,High,Degree,fintech;analyst;modern;finance
143,"Modern Finance","Cryptocurrency Analyst",Any,A/L,"BSc in Cryptocurrency Analyst","External Diploma","Junior Cryptocurrency Analyst","Senior Cryptocurrency Analyst","Head of Cryptocurrency","Blockchain Protocols;Fintech Security;Digital Assets;Data Privacy","Forward Thinking;Analytical Rigor;Ethics","Crypto-economics;Digital Banking;Network Finance","Certified Blockchain Professional;Fintech Specialization",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Cryptocurrency Analyst within the Modern Finance sector in Sri Lanka.",Hard,4,High,High,Degree,cryptocurrency;analyst;modern;finance
144,"Modern Finance","Blockchain Finance Specialist",Any,A/L,"BSc in Blockchain Finance Specialist","External Diploma","Junior Blockchain Finance Specialist","Senior Blockchain Finance Specialist","Head of Blockchain Finance","Blockchain Protocols;Fintech Security;Digital Assets;Data Privacy","Forward Thinking;Analytical Rigor;Ethics","Crypto-economics;Digital Banking;Network Finance","Certified Blockchain Professional;Fintech Specialization",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Blockchain Finance Specialist within the Modern Finance sector in Sri Lanka.","Very Hard",4,High,High,Degree,blockchain;finance;specialist;modern;finance
145,"Modern Finance","Digital Payments Specialist",Any,A/L,"BSc in Digital Payments Specialist","External Diploma","Junior Digital Payments Specialist","Senior Digital Payments Specialist","Head of Digital Payments","Blockchain Protocols;Fintech Security;Digital Assets;Data Privacy","Forward Thinking;Analytical Rigor;Ethics","Crypto-economics;Digital Banking;Network Finance","Certified Blockchain Professional;Fintech Specialization",High,High,80000,"250,000-1,200,000",Medium,Medium,Low,"A specialized role as a Digital Payments Specialist within the Modern Finance sector in Sri Lanka.","Very Hard",4,High,High,Degree,digital;payments;specialist;modern;finance
