id,career_category,career_name,al_stream_required,minimum_education_level,recommended_degree_fields,alternative_path,entry_level_job,mid_level_job,senior_level_job,key_technical_skills,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description,career_difficulty,study_duration_years,local_job_availability,international_opportunity,recommended_first_step,career_tags,postgrad_path
94,Hospitality & Tourism,Chef,Any,A/L,Culinary Arts; Hospitality Management; Food Science,External Diploma,Commis III,Sous Chef,Executive Chef,Cooking Techniques;Food Safety;Menu Planning;HACCP,Creativity;Resilience;Team Management,Culinary Arts;Food Science;Nutrition,NVQ Level 4;WACS Cert,High,High,65000,"150,000-1,200,000",Low,High,Low,"Prepares and cooks food in various settings, ensuring quality.",Hard,3,High,High,Start with NVQ Level 4 Diploma in Culinary Arts,chef;hospitality;tourism,MSc Culinary Arts Management; MBA (Hospitality); PG Diploma in Hospitality Management
95,Hospitality & Tourism,Hotel Manager,Any,A/L,Hospitality Management; Hotel Management; Business Management,External Diploma,management Trainee,Front Office Manager,General Manager,Yield Management;HR;Ops;Guest Relations,Leadership;Hospitality;Decision Making,Hotel Ops;Revenue Mgmt;Corporate Law,AHLEI;MBA,High,High,85000,"200,000-1,500,000",Low,Medium,Low,"Oversees the day-to-day operations and staff of a hotel.",Hard,4,High,High,Apply for Bachelor Degree in Hospitality / Hotel Management,hotel;manager;hospitality;tourism,MBA (Hospitality Management); MSc Hotel Management; PhD in Hospitality
96,Hospitality & Tourism,Waitron / Server,Any,O/L,Hospitality; Customer Service; Business Communication,NVQ Level 3 in F&B,Trainee,Waitron,Captain,Service Etiquette;POS Systems;Product Knowledge,Hospitality;Memory;Energy,F&B Service;Communication,NVQ Level 3,High,High,35000,"60,000-200,000",Low,Medium,Medium,"Takes orders and serves food and beverages to guests.",Easy,1,High,High,Start with NVQ Level 3/4 in F&B Service,waitron;server;hospitality;tourism,HND in Hospitality; Diploma in Hospitality Supervision
97,Hospitality & Tourism,Housekeeper,Any,O/L,Hospitality; Facility Management; Business Communication,NVQ Level 3 in Housekeeping,Attendant,Supervisor,Executive Housekeeper,Cleaning Protocols;Chemical Handling;Inventory,Discretion;Physical Stamina;Organization,Housekeeping Ops;Hygiene,NVQ Level 3,High,High,35000,"60,000-150,000",Low,Medium,Low,"Ensures the cleanliness and maintenance of guest rooms.",Easy,1,High,High,Start with NVQ Level 3/4 in Housekeeping,housekeeper;hospitality;tourism,HND in Housekeeping Management; Diploma in Facilities Management
98,Hospitality & Tourism,Pastry Chef,Any,A/L,Culinary Arts; Baking and Pastry Arts; Food Science,External Diploma,Pastry Trainee,Pastry Chef,Head Pastry Chef,Baking;Decoration;Tempering;Sugar Craft,Precision;Creativity;Resilience,Pastry Science;Confectionary,NVQ Level 4,High,High,70000,"120,000-800,000",Low,High,Low,"Specializes in the creation of breads, cakes, and desserts.",Hard,2,High,High,Start with NVQ Level 4 Diploma in Pastry & Bakery,pastry;chef;hospitality;tourism,Advanced Diploma in Pastry Arts; MSc Culinary Arts Management
99,Hospitality & Tourism,Sommelier,Any,A/L,Hospitality Management; Culinary Arts; Chemistry,External Diploma,Wine Steward,Sommelier,Cellar Master,Viticulture;Tasting;Menu Pairing;Procurement,Hospitality;Sense of Taste;Refined Manner,Enology;Hospitality English,WSET Level 3/4,High,High,80000,"150,000-1,000,000",Low,High,Low,"Expert in alcoholic beverages, specializing in wine service.",Hard,2,High,High,Apply for Hospitality Degree and obtain WSET Professional Certifications,sommelier;hospitality;tourism,WSET Diploma Level 4; MSc Viticulture & Enology
100,Hospitality & Tourism,Barista,Any,O/L,Hospitality; Food and Beverage; Business Communication,External Diploma,Trainee Barista,Barista,Lead Barista,Espresso extraction;Latte Art;Maintenance;Roasting,Communication;Energy;Creativity,Coffee Science;Customer Relations,SCA Certification,High,High,45000,"70,000-250,000",Low,Medium,Low,"Specializes in the preparation and service of coffee beverages.",Medium,1,High,High,Start with Barista training course or NVQ Level 3 in F&B,barista;hospitality;tourism,SCA Diploma; Advanced Coffee Quality Certification
101,Hospitality & Tourism,Flight Attendant,Any,A/L,Aviation Management; Hospitality; Psychology,External Diploma,Trainee Cabin Crew,Flight Attendant,In-flight Supervisor,Safety Protocols;Service;First Aid;Languages,Empathy;Hospitality;Communication;Patience,Aviation Safety;Customer Service;Communication,Cabin Crew Course;CAASL Registration,High,High,80000,"150,000-1,000,000",Low,Medium,Low,"Ensures the safety and comfort of airline passengers during flights.",Hard,1,High,High,Apply for Cabin Crew training course after A/Ls,flight;attendant;hospitality;tourism,MSc Aviation Safety Management; MBA (Airline Management)
102,Creative Arts & Design,Interior Architect,Any,A/L,Architecture; Interior Design; Fine Arts,External Diploma,Junior Interior Designer,Interior Architect,Principal Architect,AutoCAD;SketchUp;Sustainability;Materials;Lighting,Spatial Planning;Creativity;Client Management,Interior Science;Building Materials;Sustainability,SLIA Membership,High,High,85000,"150,000-1,500,000",Medium,Medium,Low,"Focuses on the structural and functional design of interior spaces.",Hard,4,High,High,Apply for Bachelor Degree in Architecture or Interior Design,interior;architect;creative;arts;design,MSc Interior Architecture; MArch; PhD in Built Environment
103,Business & Management,Logistics Manager,Any,A/L,Logistics; Supply Chain Management; Business Management,External Diploma,Logistics Associate,Logistics Manager,Head of Logistics,SCM;ERP;Inventory Control;Customs Law,Organization;Leadership;Problem Solving,Logistics;Warehousing;Economics,CILT Certification;MBA,High,High,75000,"150,000-1,200,000",Medium,Medium,Low,"Manages the procurement, storage, and movement of products.",Hard,4,High,High,Apply for Bachelor Degree in Logistics / Supply Chain Management,logistics;manager;business;management,MBA (Supply Chain Management); MSc Logistics; CILT Advanced Diploma
104,Business & Management,E-commerce Manager,Any,A/L,Business Management; Information Technology; Marketing,External Diploma,E-commerce Specialist,E-commerce Manager,Head of Digital Sales,SEO;Google Analytics;Shopify;CRM;Digital Marketing,Strategic Thought;Adaptability;Communication,Marketing;Tech Architecture;Digital Sales,Google Digital Garage,High,High,80000,"120,000-1,200,000",Very High,Very High,Low,"Oversees an organization's online sales platform and strategy.",Hard,4,High,High,Apply for Bachelor Degree in Business / IT / Marketing,ecommerce;manager;business;management,MBA (Digital Business); MSc Digital Marketing; MSc Information Systems
105,Creative Arts & Design,UI/UX Engineer,Technology,A/L,Software Engineering; Digital Design; Computer Science,External Diploma,Junior UI/UX Engineer,UI/UX Engineer,Lead Designer,Figma;React;Atomic Design;User Research;CSS/JS,Visual Empathy;Collaboration;Analytical Thinking,Digital Interactivity;HCI;Visual Hierarchy,Google UX Certificate,High,High,90000,"250,000-1,500,000",Very High,Very High,Low,"Combines design principles with frontend engineering for digital products.",Hard,4,High,High,Apply for Bachelor Degree in Software Engineering / IT / Design,uiux;engineer;creative;arts;design,MSc Human-Computer Interaction; MSc Software Engineering; MBA
106,Creative Arts & Design,Digital Artist,Arts,A/L,Multimedia Design; Fine Arts; Digital Arts,External Diploma,Junior Concept Artist,Digital Artist,Art Director,Photoshop;ZBrush;Digital Painting;Creativity,Imagination;Visual Storytelling;Attention,Art History;Color Theory;Anatomy,Portfolio,High,Medium,65000,"120,000-1,200,000",High,Very High,Medium,"Creates digital illustrations and assets for entertainment and media.",Medium,4,High,High,Apply for Bachelor Degree in Multimedia / Fine Arts and build Portfolio,digital;artist;creative;arts;design,MFA in Digital Arts; MA in Visual Communication; MSc Digital Media
107,Media & Communication,Social Media Manager,Any,A/L,Marketing; Communication; Digital Media,External Diploma,SM Executive,SM Manager,Head of Social,Meta Business;Data Insights;Canva;Copywriting,Creativity;Communication;Adaptability,Digital Marketing;PR;Ethics,HubSpot SM Cert,High,High,60000,"120,000-1,000,000",Very High,Very High,Low,"Manages brand presence and engagement across social media platforms.",Hard,4,High,High,Apply for Bachelor Degree in Marketing / Media / Communication,social;media;manager;media;communication,MSc Digital Marketing; MBA (Marketing); MA in Communication
108,Technology & IT,Information Security Officer,Any (with ICT),A/L,Cybersecurity; Information Technology; Computer Science,External Diploma,Security Analyst,Security Officer,Chief Information Security Officer,ISO 27001;Audit;Risk Mgmt;Policies;Firewalls,Integrity;Communication;Leadership,Network Security;Governance;Forensics,CISM;CISA;CISSP,High,High,95000,"300,000-2,500,000",Very High,Very High,Very Low,"Protects organization's data by establishing and enforcing security policies.",Very Hard,4,High,High,Apply for Bachelor Degree in Cybersecurity / IT / Computer Science,security;officer;technology;it,MSc Cybersecurity; MSc Information Security; CISM Advanced; PhD in Information Security
109,Business & Management,Event Manager,Any,A/L,Hospitality Management; Marketing; Business Management,External Diploma,Event Coordinator,Event Manager,Senior Event Lead,Budgeting;Vendor Mgmt;Catering;Legal;PR,Organization;Communication;Resilience,Marketing;Event Logistics;Hospitality,Diploma in Event Management,High,High,60000,"100,000-1,200,000",Medium,Medium,Low,"Plans and executes professional events, conferences, and celebrations.",Hard,4,High,High,Apply for Bachelor Degree in Hospitality / Marketing or Event Management Diploma,event;manager;business;management,MBA (Events Management); MSc Marketing; MSc Hospitality Management
110,Engineering,Environmental Engineer,Maths,A/L,Environmental Engineering; Civil Engineering; Sustainability,External Diploma,Junior Env Engineer,Environmental Engineer,Senior Consultant,EIA;Waste Mgmt;GIS;Water Treatment,Analytical Thinking;Ethics;Resilience,Sustainability;Ecology;Hydrology,IESL Charter,High,High,75000,"150,000-1,200,000",Medium,Medium,Low,"Develops solutions to environmental problems like pollution and waste.",Hard,4,High,High,Apply for Bachelor Degree in Environmental or Civil Engineering,environmental;engineer;engineering,MSc Environmental Engineering; MSc Sustainable Engineering; PhD in Environmental Engineering
111,Creative Arts & Design,3D Modeler,Any,A/L,Animation; Multimedia Design; Computer Science,External Diploma,Junior 3D Modeler,3D Modeler,Animation Lead,Maya;Blender;ZBrush;Texturing;Rendering,Creativity;Patience;Visual Interpretation,3D Concepts;Art Principles;Rendering,Autodesk Certification,High,Medium,75000,"150,000-1,200,000",High,High,Medium,"Creates high-quality 3D assets for games, films, and architectural visualizations.",Hard,4,High,Medium,Apply for Bachelor Degree in Animation / Multimedia / IT,3d;modeler;creative;arts;design,MFA in 3D Animation; MSc Visual Effects; MSc Computer Graphics
112,Business & Management,Supply Chain Manager,Any,A/L,Logistics; Supply Chain Management; Business Management,External Diploma,Logistics Associate,SCM Planner,Head of Supply Chain,ERP (SAP/Oracle);Forecasting;Lean;Procurement,Strategy;Negotiation;Leadership,Ops Management;SCM Modeling;Law,CSCP;MBA,High,High,85000,"200,000-1,500,000",Medium,Medium,Low,"Oversees the entire flow of goods, from raw materials to final delivery.",Hard,4,High,High,Apply for Bachelor Degree in Logistics / SCM / Business Management,supply;chain;manager;business;management,MBA (Supply Chain); MSc Supply Chain Management; PhD in Operations Management
113,Finance & Accounting,Stockbroker,Commerce;Maths,A/L,Finance; Economics; Business Management,External Diploma,Trainee Trader,Stockbroker,Head of Equities,Technical Analysis;Market Trends;Sales;Trading Systems,Persuasion;Quick Decision;Resilience,Investment theory;Financial Ethics,CSE Certification,High,High,60000,"120,000-2,000,000",Low,Low,Low,"Facilitates the buying and selling of stocks and securities for clients.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Economics and obtain CSE qualification,stockbroker;finance;accounting,CFA Level 2 & 3; MBA (Finance); MSc Finance
114,Healthcare & Medical,Medical Writer,Any,A/L,Life Sciences; English; Communication,External Diploma,Junior Writer,Medical Writer,Head of Publications,Medical Terminology;Scientific Research;Editing;AMA Style,Clarity;Rigor;Communication;Detail,Bio-Science;Linguistics;Research,Health Journalism Cert,High,High,70000,"120,000-1,000,000",Very High,Very High,High,"Writes scientific documents and educational content about medical topics.",Hard,4,High,High,Apply for Bachelor Degree in Biology / English / Health Science,medical;writer;healthcare;medical,MSc Medical Writing; MSc Life Sciences; MA in Scientific Communication
115,Hospitality & Tourism,Cruise Ship Attendant,Any,A/L,Hotel Management; Hospitality; Tourism,External Diploma,Service Assistant,Crew Member,Lead Host,Guest Relations;Safety;Crisis Resolution;Languages,Hospitality;Stamina;Friendliness,Hospitality Management;Security,STCW Certification,High,High,60000,"500,000-1,500,000",Low,Low,Low,"Provides guest services and maintains operations aboard cruise ships.",Medium,2,Low,Very High,Apply for Diploma in Hotel management or Cabin Crew training,cruise;ship;attendant;hospitality;tourism,MSc Maritime Hospitality; MBA (Hospitality Management)
116,Law & Legal Studies,Paralegal,Any,A/L,Legal Studies; Law (LLB),External Diploma,Legal Assistant,Paralegal,Senior Paralegal,Legal Drafting;Filing;Research;Case Management,Precision;Ethics;Organization,Legal Systems;Contracts;Procedure,Diploma in Law,High,High,50000,"80,000-500,000",Medium,Medium,Low,"Assists lawyers in preparing cases, conducting research, and filing documents.",Medium,2,High,High,Apply for a Diploma in Law or Paralegal Studies,paralegal;law;legal;studies,Graduate Diploma in Law; LLB Conversion; LLM
117,Creative Arts & Design,Art Director,Arts,A/L,Fine Arts; Advertising; Graphic Design,External Diploma,Graphic Designer,Creative Lead,Art Director,Visual Vision;Team Leadership;Branding;Aesthetics,Creativity;Authority;Strategic Thought,Art History;Design Management,Portfolio,High,High,90000,"250,000-2,000,000",Medium,High,Low,"Directs the visual style and artistic vision for brands and media production.",Hard,4,High,High,Apply for Bachelor Degree in Fine Arts / Design / Advertising,art;director;creative;arts;design,MFA in Fine Arts; MBA (Creative Industries); MA in Visual Communication
118,Business & Management,Risk Manager,Any,A/L,Finance; Business Management; Statistics,External Diploma,Risk Analyst,Risk Manager,Chief Risk Officer,Statistical Analysis;Crisis Planning;Insurance;Compliance,Analytical Thinking;Coolness;Integrity,Business Law;Strategic Management,FRM;CIMA,High,High,90000,"250,000-1,500,000",Medium,Medium,Low,"Identifies and assesses potential threats to an organization's objectives.",Hard,4,High,High,Apply for Bachelor Degree in Finance / Business / Statistics,risk;manager;business;management,MBA (Risk Management); MSc Risk Management; FRM Part 2; PhD in Finance
119,Media & Communication,Broadcast Journalist,Arts,A/L,Journalism; Media Studies; Communication,External Diploma,Reporter,News Anchor,Editor,Reporting;Editing;On-camera Presence;Fact Checking,Resilience;Voice Control;Clarity,Media Law;Political Science,NCTI Certificate,High,Medium,60000,"100,000-800,000",Low,Low,Medium,"Delivers news stories via television, radio, or digital broadcasts.",Hard,4,High,Medium,Apply for Bachelor Degree in Journalism or Media Studies,broadcast;journalist;media;communication,MA in Journalism; MA in Broadcasting Studies; PhD in Media Studies
120,Engineering,Mining Engineer,Maths,A/L,Mining Engineering; Geology; Civil Engineering,External Diploma,Junior Engineer,Mining Engineer,Senior Consultant,Blasting;Excavation;Safety;GIS;Geology,Analytical Thinking;Stamina;Leadership,Rock Mechanics;Phase Behavior;Drilling,IESL Charter,High,High,85000,"200,000-1,500,000",Low,Low,Low,"Focuses on the safe and efficient extraction of minerals from the earth.",Very Hard,4,High,High,Apply for Bachelor Degree in Mining or Civil Engineering,mining;engineer;engineering,MEng Mining Engineering; MSc Geological Engineering; PhD in Mining Engineering
121,Technology & IT,Software QA Engineer,Any (with ICT),A/L,Software Engineering; Computer Science; Information Technology,External Diploma,Junior QA,QA Engineer,QA Manager,Selenium;Automation;Jira;API Testing;Test Planning,Attention to Detail;Integrity;Communication,QA Methods;Logic;Programming,ISTQB Certification,High,High,80000,"150,000-1,200,000",Very High,Very High,Low,"Ensures software quality through manual and automated testing processes.",Hard,4,High,High,Apply for Bachelor Degree in Software Engineering / Computer Science / IT,software;qa;engineer;technology;it,MSc Software Engineering; MSc Computer Science; MBA (Quality Management)
122,Business & Management,Financial Controller,Commerce;Maths,A/L,Accounting; Finance; Business Management,External Diploma,Accounting Manager,Controller,CFO,Budgeting;Tax;GAAP/IFRS;Financial Planning;ERP,Integrity;Leadership;Analytical Thought,Advanced Finance;Audit;Law,CASL/ACCA;MBA,High,High,100000,"350,000-2,000,000",Medium,Medium,Low,"Oversees all accounting activities and financial reporting of an organization.",Very Hard,4,High,High,Apply for Bachelor Degree in Accounting / Finance or start CASL/ACCA,financial;controller;business;management,MBA (Finance); MSc Accounting; PhD in Accounting; ICASL Expert Level
123,Healthcare & Medical,Occupational Therapist,Biology,A/L,Occupational Therapy; Psychology; Rehabilitation Science,External Diploma,Junior OT,Occupational Therapist,Senior OT,Rehabilitative Equipment;Patient Assessment;Counseling,Empathy;Adaptability;Physical Stamina,Anatomy;Psychology;Kinesiology,SLMC Registration,High,High,75000,"150,000-800,000",Low,Medium,Low,"Helps patients develop, recover, and improve skills for daily living.",Very Hard,4,High,High,Apply for Bachelor Degree in Occupational Therapy,occupational;therapist;healthcare;medical,MSc Occupational Therapy; MSc Rehabilitation Science; PhD in Occupational Therapy
124,Creative Arts & Design,Set Designer,Arts,A/L,Fine Arts; Design; Architecture,External Diploma,Drafting Assistant,Set Designer,Production Designer,AutoCAD;SketchUp;3D Rendering;Materials;Lighting,Imagination;Collaboration;Spatial Skill,Art History;Construction;Production,Portfolio,High,Medium,65000,"100,000-1,000,000",Low,High,Medium,"Designs the physical surroundings for theater, film, and television.",Hard,4,High,High,Apply for Bachelor Degree in Fine Arts / Design / Architecture,set;designer;creative;arts;design,MFA in Production Design; MA in Theatre Design; MSc Film Production
125,Media & Communication,Copywriter,Any,A/L,English; Marketing; Communication,External Diploma,Junior Copywriter,Copywriter,Creative Director,Persuasive Writing;SEO;Branding;Concept Dev,Creativity;Persuasion;Adaptability,Digital Marketing;Linguistics;Media,HubSpot Copywriting Cert,High,High,55000,"120,000-1,200,000",Very High,Very High,High,"Writes persuasive text for advertisements and marketing materials.",Hard,4,High,High,Apply for Bachelor Degree in English / Marketing / Media,copywriter;media;communication,MA in Communication; MSc Marketing; MBA (Digital Marketing)
126,Agri-Tech & Sustainability,Estate Manager,Biological Science (Agriculture instead of Biology),A/L,Estate Management; Agriculture; Business Management,External Diploma,Assistant Manager,Estate Manager,Visiting Agent,Plantation Mgmt;Budgeting;Labor Law;Agriculture,Leadership;Resilience;Integrity,Plantation Science;Accounting;Economics,Diploma in Plantation Management,High,Medium,80000,"150,000-1,200,000",Low,Low,Low,"Oversees operations and staff of a large estate or plantation.",Hard,4,High,Medium,Apply for Bachelor Degree in Estate Management or Agriculture,estate;manager;agriculture;plantation,MSc Plantation Management; MBA (Agribusiness); PhD in Agricultural Economics
127,Creative Arts & Design,Sound Designer,Technology,A/L,Music Technology; Sound Design; Physics (Acoustics),External Diploma,Sound Assistant,Sound Designer,Audio Lead,ProTools;Logic Pro;Mixing;Foley;Acoustics,Creative Hearing;Patience;Collaboration,Acoustics;Digital Audio;Music Theory,Avid Certification,High,Medium,75000,"150,000-1,200,000",High,High,Medium,"Produces and mixes audio elements for media, film, and games.",Hard,4,High,High,Apply for Bachelor Degree in Sound Design or Music Technology,sound;designer;creative;arts;design,MSc Music Technology; MFA in Sound Design; MA in Film Production
128,Business & Management,Procurement Manager,Any,A/L,Business Management; Logistics; Supply Chain Management,External Diploma,Procurement Officer,Manager Procurement,Head of Procurement,Sourcing;Negotiation;Contract Law;Vendor Management,Integrity;Persuasion;Analytical Thought,Logistics;Corporate Law;Economics,CIPS Certification,High,High,85000,"180,000-1,500,000",Medium,Medium,Low,"Manages the purchasing of goods and services for an organization.",Hard,4,High,High,Apply for Bachelor Degree in Business Management / Logistics,procurement;manager;business;management,MBA (Procurement & SCM); MSc Supply Chain Management; CIPS Advanced Diploma
129,Technology & IT,Technical Support Engineer,Any (with ICT),A/L,Information Technology; Computer Science; Physical Science,External Diploma,IT Support,Support Specialist,Head of Support,OS (Windows/Linux);Networking;Troubleshooting;SQL,Patience;Communication;Empathy,Networking;Operating Systems;Hardware,CompTIA A+;CCNA,High,High,70000,"120,000-800,000",Very High,Very High,Low,"Provides technical assistance to users experiencing software or hardware issues.",Medium,4,High,High,Apply for Bachelor Degree in IT / Computer Science,technical;support;engineer;technology;it,MSc Information Technology; MSc Computer Science; MBA (IT Management)
130,Law & Legal Studies,Corporate Secretary,Any,A/L,Law (LLB); Corporate Secretarial; Business Management,External Diploma,Assistant Secretary,Company Secretary,Group Secretary,Company Law;Compliance;Minute Taking;Administration,Precision;Integrity;Discretion,Law;Accounting;Business Ethics,ICSA Membership,High,High,85000,"200,000-1,500,000",Low,Low,Low,"Ensures that an organization complies with legal and regulatory requirements.",Hard,4,High,High,Apply for LLB Degree or ICSA Professional Qualification,corporate;secretary;law;legal;studies,Graduate Diploma in Law; LLM
131,Healthcare & Medical,Paramedic,Biology,O/L;A/L,Emergency Medicine; Paramedicine; Health Science,External Diploma,Trainee Paramedic,Paramedic,Chief Emergency Officer,Emergency Procedures;Triage;ALS;Pharmacology,Calmness;Resilience;Empathy,Anatomy;Emergency Medicine;Ethics,Registration with Health Body,High,High,55000,"100,000-600,000",Low,Low,Low,"Provides emergency medical care to patients in critical situations.",Very Hard,2,High,High,Apply for Diploma in Emergency Care or NVQ Paramedic Training,paramedic;healthcare;medical,MSc Emergency Medicine; MSc Pre-hospital Care; MBA (Healthcare Management)
132,Creative Arts & Design,Jewelry Designer,Any,A/L,Jewelry Design; Gemology; Fine Arts,External Diploma,Sketch Artist,Designer,Chief Designer,Gemology;CAD (JewelCAD);Casting;Materials,Aesthetic Sense;Creativity;Precision,Mineralogy;History of Jewelry;Marketing,Gemology License,High,Medium,70000,"120,000-1,500,000",Low,High,Medium,"Designs and creates various types of jewelry and accessories.",Medium,4,High,Medium,Apply for Bachelor Degree in Design or Gemology license course,jewelry;designer;creative;arts;design,MA in Jewelry Design; MFA in Fine Arts; MSc Gemology
133,Business & Management,Training and Development Manager,Any,A/L,Human Resource Management; Education; Training & Development,External Diploma,Training Assistant,T&D Manager,Head of Learning,L&D Strategy;Pedagogy;Public Speaking;Budgeting,Communication;Leadership;Empathy,Psychology;HRM;Curriculum Design,CIPD Certificate,High,High,80000,"150,000-1,200,000",Medium,Medium,Low,"Plans and oversees programs to improve employee skills and performance.",Hard,4,High,High,Apply for Bachelor Degree in HRM or Education,training;development;manager;business;management,MEd; MBA (HRM); PhD in Organizational Learning
134,Finance & Accounting,Internal Auditor,Commerce;Maths,A/L,Accounting; Finance; Auditing,External Diploma,Audit Assistant,Internal Auditor,Chief Audit Officer,Risk Assessment;Compliance;Data Analytics;GAAP,Integrity;Professional Skepticism;Detailed,Audit & Assurance;Information Systems,CIA;ACCA;CASL,High,High,85000,"150,000-1,500,000",Medium,Medium,Low,"Assesses organization's internal controls and ensures compliance with laws.",Hard,4,High,High,Apply for Bachelor Degree in Accounting / Finance or start ACCA/CASL,internal;auditor;finance;accounting,MSc Forensic Accounting; CIA Advanced Certification; MBA (Finance)
135,Media & Communication,Web Content Manager,Any,A/L,Digital Media; English; Communication; Marketing,External Diploma,Content Editor,Content Manager,Digital Content Lead,CMS;SEO;Digital Analytics;Editing,Organization;Strategic Thought;Communication,Linguistics;Marketing;Tech Architecture,HubSpot Content Marketing Cert,High,High,75000,"120,000-1,200,000",Very High,Very High,Low,"Oversees the creation and management of content for a website.",Hard,4,High,High,Apply for Bachelor Degree in Media / Communication / English,web;content;manager;media;communication,MSc Digital Media; MA in Communication; MBA (Digital Business)
136,Engineering,Quality Engineer,Maths,A/L,Mechanical Engineering; Industrial Engineering; Quality Management,External Diploma,Junior QA Engineer,Quality Engineer,Senior Manager,ISO 9001;Statistical Process Control;Audit;Root Cause,Analytical Thinking;Attention to Detail;Integrity,Quality Science;Maths;Industrial Eng,Six Sigma Green/Black Belt,High,High,80000,"150,000-1,200,000",Medium,Medium,Low,"Ensures that products and processes meet specific quality standards.",Hard,4,High,High,Apply for Bachelor Degree in Mechanical or Industrial Engineering,quality;engineer;engineering,MSc Quality Management; MBA (Operations Management); PhD in Industrial Engineering
137,Healthcare & Medical,Health Information Technician,Any,A/L,Health Informatics; Information Technology; Health Science,External Diploma,Medical Records Clerk,Information Technician,Manager Health IT,Data Coding (ICD-10);Database Mgmt;Security;ERP,Attention to Detail;Integrity;Communication,Medial Terminology;ICT;Statistics,Certified Health Information Technologist,High,High,65000,"100,000-800,000",High,High,Low,"Manages and organizes medical data in digital health record systems.",Medium,4,High,High,Apply for Bachelor Degree in Health IT or Computer Science,health;information;technician;healthcare;medical,MSc Health Informatics; MSc Information Technology; MBA (Healthcare Management)
138,Creative Arts & Design,Landscape Architect,Any,A/L,Landscape Architecture; Architecture; Urban Planning,External Diploma,Assistant Architect,Landscape Architect,Principal Designer,AutoCAD;SketchUp;Graphics;Ecology;Planting,Spatial Planning;Creativity;Coordination,Soil Science;Design;Aesthetics,Registration with SLIA,High,High,85000,"200,000-1,500,000",Medium,Medium,Low,"Designs outdoor spaces such as parks, gardens, and urban areas.",Hard,4,High,High,Apply for Bachelor Degree in Landscape Architecture or Architecture,landscape;architect;creative;arts;design,MSc Landscape Architecture; MLA (Master of Landscape Architecture); PhD in Urban Design
139,Finance & Accounting,Forensic Accountant,Commerce;Maths,A/L,Forensice Accounting; Auditing; Criminology; Accounting,External Diploma,Audit Associate,Forensic Accountant,Head of Financial Crime,Investigation;Legal;SQL;Fraud Detection,Integrity;Professional Skepticism;Analysis,Criminal Law;Advanced Audit;Maths,CFE;ACCA;CASL,High,High,90000,"250,000-2,000,000",Medium,Medium,Low,"Investigates financial crimes like fraud or embezzlement.",Very Hard,4,High,High,Apply for Bachelor Degree in Accounting and pursue CFE/CIA,forensic;accountant;finance;accounting,MSc Forensic Accounting; MSc Criminology; CFE Advanced; PhD in Forensic Accounting
140,Business & Management,Export Manager,Any,A/L,International Business; Logistics; Supply Chain Management,External Diploma,Export Executive,Export Manager,Head of Global Trade,Customs Compliance;Incoterms;Shipping;CRM,Networking;Persuasion;Leadership,International Trade;Economics;Law,Diploma in International Trade,High,High,85000,"150,000-1,500,000",Medium,Medium,Low,"Manages the export of products and develops global market strategies.",Hard,4,High,High,Apply for Bachelor Degree in Business / International Trade,export;manager;business;management,MBA (International Business); MSc International Trade; LLM in International Trade Law
141,Healthcare & Medical,Speech Pathologist,Biology,A/L,Speech and Language Therapy; Audiology; Psychology,External Diploma,Junior Pathologist,Speech Pathologist,Lead Researcher,Diagnostic Tech;Anatomy;Linguistics;Patient Care,Empathy;Observation;Patience;Methodology,Advanced Acoustics;Neural Science,SLMC Registration,High,High,90000,"250,000-1,200,000",Low,Medium,Low,"Diagnoses and treats complex communication and swallowing disorders.",Very Hard,6,High,High,Apply for Bachelor Degree in Speech & Language Therapy,speech;pathologist;healthcare;medical,PhD in Speech-Language Pathology; MSc Neuroscience of Language; MSc Speech-Language Therapy
142,Creative Arts & Design,Fashion Stylist,Arts,A/L,Fashion Styling; Fashion Design; Visual Communication,External Diploma,Trainee Stylist,Fashion Stylist,Creative Lead,Trend Forecasting;Composition;Materials;Color,Aesthetic Sense;Networking;Imagination,History of Fashion;Marketing;PR,Portfolio,High,Medium,50000,"100,000-1,000,000",Low,Very High,Medium,"Creates and coordinates the visual style for people or brands.",Hard,2,High,Medium,Apply for Diploma or Degree in Fashion Styling / Design,fashion;stylist;creative;arts;design,MA in Fashion Styling; MSc Fashion Business; MFA in Creative Direction
143,Media & Communication,Media Researcher,Any,A/L,Media Studies; Communication; Statistics; Sociology,External Diploma,Research Assistant,Media Researcher,Lead Insights Analyst,Google Analytics;SPSS;Fact Checking;Reporting,Intellectual Rigor;Communication;Patience,Methodology;Statistics;Media Law,MA / MPhil,High,High,70000,"120,000-800,000",Very High,Very High,Low,"Researches and analyzes media trends and audience data.",Hard,4,High,High,Apply for Bachelor Degree in Media / Communication / Sociology,media;researcher;media;communication,MA in Media Studies; MSc Research Methods; PhD in Media & Communication
